set temperature,Instrument temperature,Set pressure,mv,verification set temperature,verification Instrument temperature,verification Set pressure,verification read pressure,verification mv
10,14.0047853,2.75,133.3355713,,,,,
10,14.00122356,2.50011,118.0334473,,,,,
10,14.00434399,2.25015,102.7349854,,,,,
10,14.00411034,2.0002,87.45524089,,,,,
10,14.01054287,1.75018,72.11246745,,,,,
10,14.00848548,1.49999,56.84423828,,,,,
10,14.01474333,1.25005,41.58504232,,,,,
10,14.01119677,1.00011,26.32965088,,,,,
10,14.01054287,0.749991,11.12386068,,,,,
10,14.01261806,0.500029,-4.083902995,,,,,
10,14.01021266,0.250087,-19.23331706,,,,,
10,13.91772747,0.000427393,-34.29101563,,,,,
10,13.90199184,-0.249001574,-49.32641602,,,,,
10,13.88852882,-0.498904451,-64.37194824,,,,,
10,13.87430763,-0.749004903,-79.33894857,,,,,
10,13.86388238,-0.999006355,-94.26293945,,,,,
10,13.85879612,-1.249071506,-109.1048177,,,,,
10,13.84373347,-1.499084382,-123.9067383,,,,,
10,13.84148026,-1.749080684,-138.6193848,,,,,
10,13.83664465,-1.999113834,-153.2790527,,,,,
10,13.83250459,-2.249070136,-167.837321,,,,,
10,13.82154655,-2.49915041,-182.3771973,,,,,
10,13.82132244,-2.749349862,-196.7646484,,,,,
10,13.8192749,-2.999206711,-211.0650228,,,,,
10,13.81693745,-3.249253013,-225.2823486,,,,,
10,13.81868585,-3.499253013,-239.409668,,,,,
10,13.81860852,-3.749212739,-253.473877,,,,,
10,13.80956968,-3.999103013,-267.4000854,,,,,
10,13.80881214,-4.249326163,-281.2624512,,,,,
10,13.81186962,-4.499265342,-295.0185547,,,,,
10,13.80985069,-4.749312739,-308.6740723,,,,,
10,13.81388235,-4.999262739,-322.2192993,,,,,
25,29.57045937,-4.999483424,-312.8506673,,,,,
25,29.57143275,-4.749550547,-299.6796875,,,,,
25,29.57074928,-4.499183424,-286.4660645,,,,,
25,29.57470512,-4.249356575,-273.0924479,,,,,
25,29.57316208,-3.999436575,-259.6484375,,,,,
25,29.57293701,-3.749696849,-246.1230469,,,,,
25,29.57041359,-3.499330273,-232.5127563,,,,,
25,29.57237625,-3.249373698,-218.796875,,,,,
25,29.57018852,-2.999326849,-204.9970703,,,,,
25,29.57086245,-2.749327123,-191.1002604,,,,,
25,29.5665288,-2.499526849,-177.1261393,,,,,
25,29.55857658,-2.249680273,-163.0780436,,,,,
25,29.55935287,-1.999463972,-148.9407349,,,,,
25,29.55686569,-1.749387123,-134.7216797,,,,,
25,29.55632337,-1.499403424,-120.4247437,,,,,
25,29.55826823,-1.249596849,-106.0771484,,,,,
25,29.55918503,-0.999282849,-91.66223145,,,,,
25,29.55675316,-0.749372849,-77.18375651,,,,,
25,29.55921555,-0.499364698,-62.65372721,,,,,
25,29.55956841,-0.249350698,-48.07869466,,,,,
25,29.56466293,-0.000072329,-33.46118164,,,,,
25,29.55616379,0.25008,-18.75512695,,,,,
25,29.56326771,0.500049,-4.018717448,,,,,
25,29.5612971,0.75009,10.7890625,,,,,
25,29.57080587,1.00001,25.61199951,,,,,
25,29.58418655,1.25003,40.46484375,,,,,
25,29.60614777,1.50014,55.31121826,,,,,
25,29.62679227,1.75007,70.17358398,,,,,
25,29.64073372,2.00001,85.05859375,,,,,
25,29.65680504,2.25004,99.93328857,,,,,
25,29.6743927,2.49998,114.7862956,,,,,
25,29.69209099,2.75002,129.6461589,,,,,
25,29.69988887,2.99999,144.4997559,,,,,
25,29.70552635,3.24989,159.3265788,,,,,
25,29.72196388,3.49997,174.1473796,,,,,
25,29.72849846,3.74991,188.9200846,,,,,
25,29.73689524,3.99992,203.6846313,,,,,
25,29.74037298,4.25001,218.4125366,,,,,
25,29.74412282,4.49991,233.1097005,,,,,
25,29.74827385,4.74996,247.7458496,,,,,
25,29.75217183,4.99989,262.3339844,,,,,
25,29.75661341,4.9999,262.3167318,,,,,
25,29.759559,4.74996,247.651123,,,,,
25,29.76345762,4.50001,232.9314779,,,,,
25,29.76159668,4.25017,218.2169189,,,,,
25,29.76468277,4.00004,203.4448242,,,,,
25,29.76404699,3.75,188.6537272,,,,,
25,29.7679081,3.50006,173.8598022,,,,,
25,29.76642227,3.24987,159.0086263,,,,,
25,29.77295685,3.00012,144.1563314,,,,,
25,29.7792325,2.74991,129.2977702,,,,,
25,29.77915573,2.50009,114.400472,,,,,
25,29.7834568,2.25012,99.54817708,,,,,
25,29.78698158,1.99995,84.69392904,,,,,
25,29.78908539,1.75,69.84928385,,,,,
25,29.7967809,1.50007,55.01794434,,,,,
25,29.79719162,1.24999,40.17602539,,,,,
25,29.80249214,0.99996,25.38964844,,,,,
25,29.80100632,0.750169,10.59356689,,,,,
25,29.80835533,0.500069,-4.150390625,,,,,
25,29.80190468,0.250186,-18.87174479,,,,,
25,29.7215716,0.000407667,-33.46539307,,,,,
25,29.70971251,-0.24888352,-48.05460612,,,,,
25,29.69455973,-0.49885909,-62.65014648,,,,,
25,29.68327395,-0.748952423,-77.17211914,,,,,
25,29.67192316,-0.9990133,-91.65641276,,,,,
25,29.66236814,-1.248959177,-106.0679932,,,,,
25,29.65404701,-1.498952601,-120.4228516,,,,,
25,29.6448555,-1.748955752,-134.7155762,,,,,
25,29.63371086,-1.998968903,-148.9222412,,,,,
25,29.62555885,-2.249085204,-163.0594889,,,,,
25,29.62742805,-2.49903493,-177.1362305,,,,,
25,29.61809731,-2.749177807,-191.0989583,,,,,
25,29.61483447,-2.999097533,-204.9921875,,,,,
25,29.6114591,-3.249264108,-218.7855632,,,,,
25,29.60871887,-3.499050684,-232.5230306,,,,,
25,29.61015892,-3.749044382,-246.1481934,,,,,
25,29.6074872,-3.999207533,-259.6760254,,,,,
25,29.60480181,-4.249033561,-273.0834961,,,,,
25,29.6034654,-4.499090684,-286.4562988,,,,,
25,29.601511,-4.749177259,-299.7038574,,,,,
25,29.6034743,-4.999137259,-312.8562826,,,,,
